,Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum
6958,lavatory,5.18,1.33,22,4.21,1.96,19,5.57,2.44,21
6959,lavender,6.9,1.74,20,3.81,2.4,21,6.03,2.38,34
6960,lavish,6.79,1.66,43,4.88,2.39,41,5.88,2.09,41
6961,law,4.55,1.95,22,3.55,2.39,20,4.83,2.18,18
6962,lawful,6.26,1.24,19,3.7,2.3,20,5.71,2.17,21
6963,lawless,3.1,1.97,21,4.17,3.1,23,3.94,2.62,18
6964,lawlessness,2.61,1.38,18,4.73,2.64,22,3.54,2.17,24
6965,lawman,4.79,1.99,19,4.14,2.25,22,4.38,2.06,24
6966,lawn,6.05,1.84,19,2.62,1.63,21,6.04,2.23,25
6967,lawnmower,5.48,1.63,21,2.92,2.25,25,5.74,2.05,19
6968,lawsuit,2.84,1.46,19,5.39,2.54,41,3.2,2.24,20
6969,lawyer,3.94,2.21,18,3.95,2.67,20,3.56,2.38,18
6970,lax,4.43,1.08,21,3.12,2.2,26,5.33,2.3,24
6971,laxative,3.1,1.97,21,4.14,2.01,21,3,1.93,22
6972,lay,6.18,1.62,22,3.7,2.9,20,6.32,2.6,19
6973,layaway,5.29,1.1,21,3.9,2.53,21,5.35,1.83,26
6974,layer,5.2,1.2,20,3.45,2.32,22,6.04,2.08,27
6975,layman,5.1,1.68,20,3.48,2.45,25,5.11,2.11,19
6976,layout,4.95,1.63,21,3.52,1.75,23,4.95,2.28,20
6977,layover,3.37,1.64,19,4.1,2.3,21,2.63,1.64,19
6978,laziness,3.9,2.28,21,2.76,2.23,21,4.95,2.3,22
6979,lazy,3.05,1.9,19,3.05,2.3,22,5.79,2.7,24
6980,lead,5.56,1.76,18,3.95,2.37,20,5.22,2.82,18
6981,leaded,4.52,1.4,21,3.52,2.04,23,4.23,1.84,26
6982,leader,6.24,1.96,42,4.96,2.45,47,6.3,2.17,61
6983,leadership,6,2,20,4.76,2.41,21,6.84,1.91,25
6984,leaf,6.16,1.98,19,3.05,2.3,22,5.54,1.9,28
6985,leafy,5.95,1.32,20,3.57,1.78,21,5.88,2.36,34
6986,league,5.35,1.84,20,4.25,1.92,20,6.28,1.4,25
6987,leak,4,1.29,19,5.43,2.18,21,4.57,2.19,23
6988,leakage,3.52,1.66,21,5.23,1.97,22,3.67,1.59,21
6989,leaky,3.95,1.65,22,4.33,2.33,21,4.59,2.4,22
6990,lean,6.35,1.79,20,3.32,2.04,25,5.84,2.36,19
6991,leap,4.8,1.54,20,4,2.49,23,5.33,2.93,18
6992,learn,6.85,1.81,20,4.8,2.64,44,7,1.34,20
6993,learner,6.4,1.98,20,4.23,2.45,22,7.14,1.71,21
6994,lease,4.75,1.25,20,3.23,1.72,22,4.63,2.24,19
6995,leash,5.25,2.07,20,3,2.02,21,4.32,3,25
6996,leather,5.84,1.61,19,3.57,2.46,21,5.32,2.06,25
6997,leave,4.68,1.64,22,4.48,2.11,21,5.47,1.97,17
6998,lecherous,3.33,1.58,24,3.79,2.23,24,3.65,1.93,17
6999,lecture,4,2.21,21,3.16,2.36,19,4.5,2.53,18
7000,lecturer,4.42,1.39,19,3.48,2.19,23,4.88,2.21,26
7001,ledge,5.24,1.41,21,4.95,2.17,22,4.36,1.87,22
7002,ledger,5.33,1.28,18,3.24,1.7,21,5.87,1.55,23
7003,leech,2.43,1.83,21,4.09,2.72,22,4.5,2.64,18
7004,leeway,5.26,1.59,19,3.88,2.11,24,6.11,2.02,28
7005,leftover,4.59,1.97,22,4.27,2.25,26,5.54,2.08,24
7006,leftovers,5.29,2.15,21,3.4,2.22,25,6.09,1.76,23
7007,lefty,5.7,2.13,20,3.33,2.65,21,4.92,2.51,26
7008,leg,6.22,1.63,18,2.75,2.29,20,5.5,1.86,18
7009,legacy,7.38,1.53,21,4.75,2.45,24,5.67,2.52,21
7010,legal,5.24,1.92,21,3.35,2.28,20,6.68,2.5,19
7011,legend,6.86,1.76,42,5.13,2.12,23,6.78,1.66,18
7012,legendary,6.86,1.93,22,6.61,2.59,18,6.95,1.85,20
7013,legion,5.32,1.86,19,4.18,2.65,22,4.87,2.44,23
7014,legislation,3.55,1.93,20,4.09,2.64,22,3.85,2.43,20
7015,legislature,3.55,1.57,20,3.22,2.18,18,4.48,1.99,21
7016,legit,6.85,1.84,20,4.8,2.14,20,5.77,2.3,26
7017,legitimacy,5.55,2.01,20,4.09,1.97,22,6.37,1.71,19
7018,legitimate,5.7,1.89,23,3.94,2.8,18,6.29,1.97,24
7019,lego,6.14,1.85,21,5.05,2.33,20,6.3,2.49,20
7020,legwork,4.86,1.15,21,3.5,1.92,22,6.36,1.68,22
7021,leisure,7.4,1.43,20,4.48,2.69,25,6.68,1.64,22
7022,leisurely,6.92,1.31,39,3.6,2.12,47,6.58,1.93,43
7023,lemon,6.37,1.46,19,4.52,1.99,21,5.43,2.11,23
7024,lemonade,7.05,1.62,22,4.63,2.54,19,6,1.82,21
7025,lend,4.95,1.72,19,3.22,1.77,18,5.5,2.65,24
7026,length,5.21,1.36,19,3.41,2.13,22,5.67,2.22,27
7027,lengthy,4.4,2.09,20,3.39,1.99,23,5.24,2.39,21
7028,leniency,5.8,1.58,20,3.78,1.52,18,5.71,2.69,24
7029,lenient,5.52,1.57,21,3.61,2.41,23,5.54,1.61,26
7030,lens,5.42,2.04,19,2.95,1.53,22,5.04,1.97,23
7031,leopard,6.43,1.8,21,6.26,2.13,19,4.29,2.43,21
7032,leotard,5.1,1.21,20,3.95,2.04,20,5,2.37,22
7033,leper,3.3,1.87,20,4.24,2.81,21,2.88,2.03,25
7034,leprechaun,6,2.2,22,5.11,2.56,19,4.43,2.36,21
7035,leprosy,2.25,1.37,40,4.38,2.43,47,3.35,1.98,20
7036,lesbian,5.76,2.24,42,6.04,2.53,23,5.34,2.62,38
7037,lesion,2.95,1.47,19,5.62,2.31,21,4.13,1.89,23
7038,lessen,4.5,1.93,20,4.08,1.95,24,4.73,2.39,22
7039,lesson,5.57,1.83,21,3.8,2.12,20,6.79,2.32,19
7040,let,5.95,1.76,22,2.71,1.71,21,6.06,1.8,18
7041,lethal,2.48,1.47,21,5.64,2.63,22,4.72,2.63,18
7042,letter,5.68,1.57,19,3.19,1.97,21,5.97,2.24,60
7043,letterhead,4.68,1.34,19,3.27,2,22,6.32,2,19
7044,lettering,5.14,1.39,21,3.12,2.15,25,5.42,2.04,19
7045,lettuce,5.84,1.86,19,3.64,2.66,22,5.44,2.31,18
7046,leukemia,1.47,1.39,19,5.75,2.38,20,2.83,2.35,24
7047,levee,5.09,1.51,22,4.26,2.05,19,5.14,2.17,21
7048,level,5.72,1.67,18,2.15,1.63,20,5.61,1.72,18
7049,lever,4.5,1.76,20,2.56,1.82,18,6.29,2.26,24
7050,leverage,4.9,1.55,21,4.08,2.5,24,5.25,2.47,20
7051,levitate,5.4,1.85,20,6.1,2.61,20,5.04,2.03,26
7052,lewd,3.58,1.5,19,4.41,2.34,22,4.53,2.29,19
7053,liability,3.45,2.04,22,4.58,2.04,19,4.24,2.34,21
7054,liable,4,1.78,20,4.32,2.3,22,5.19,2.7,27
7055,liaison,5.05,1.43,19,3.35,1.95,20,5.81,1.66,21
7056,liar,2.41,2.15,22,6.6,2.46,20,4.74,2.77,19
7057,libel,3.68,1.13,22,5,2.19,21,4.78,2.21,23
7058,liberate,5.79,2.39,19,5.32,2.55,22,6.96,1.88,24
7059,liberating,7.75,1.45,20,5.3,2.6,20,7.31,1.83,26
7060,liberation,6.74,1.41,19,5.29,2.51,21,5.59,2.58,22
7061,liberty,7.2,1.82,41,4.5,2.77,44,7.04,2.04,977
7062,libido,6.86,1.39,21,5.68,2.55,22,4.95,2.42,21
7063,librarian,6.38,1.66,21,1.75,1.19,24,5,2.91,19
7064,library,6.33,2.25,18,2.52,1.94,21,6.35,2.28,20
7065,lice,2.24,1.64,41,5.2,2.99,44,2.77,1.54,22
7066,license,5.91,1.95,22,4.7,2.45,20,6.79,2.23,19
7067,lick,6.38,2.22,21,6.2,2.17,20,5.97,2.12,36
7068,licorice,4.58,2.41,19,4.14,2.31,21,5.52,2.21,23
7069,lid,5.14,1.53,21,2.91,2.2,22,6.33,2.25,18
7070,lie,2.39,1.43,41,4.81,2.8,21,4.72,2.91,57
7071,liege,4.6,1.19,20,3.32,1.73,22,5.11,1.91,19
7072,lieutenant,4.91,1.72,22,4.1,2.43,20,5.28,2.67,18
7073,life,6.68,2.49,41,5.59,2.58,22,5.89,2.42,44
7074,lifeboat,5.84,1.57,25,3.96,2.54,26,5.7,2.48,23
7075,lifeguard,6.35,1.35,20,4.64,2.36,22,5.73,2.13,26
7076,lifeless,2.24,1.61,21,3.55,2.58,20,2.81,1.91,21
7077,lifelike,6.16,1.74,19,4.32,2.44,22,5.39,2.06,28
7078,lifeline,5.77,1.74,22,4.46,2.47,26,5.26,2.36,23
7079,lifelong,6.76,2,21,4.32,2.34,25,6.74,2.42,19
7080,lifer,3.74,2.13,19,4.55,2.96,22,4.32,2,28
7081,lifesaver,7.24,1.58,21,4.92,2.31,25,6.19,2.79,21
7082,lifestyle,5.95,1.39,19,5.52,1.94,21,6.4,1.93,20
7083,lifetime,7.3,1.49,20,4.52,2.2,25,5.09,2.76,22
7084,lift,5.32,1.76,22,4.9,2.81,20,6.84,2.17,19
7085,liftoff,4.7,1.72,20,6.17,2.64,18,5.62,2.32,24
7086,ligament,4.19,1.6,21,3.16,2.19,25,4.89,2,19
7087,ligature,4.05,1.32,20,4.12,2.8,17,4.42,1.95,24
7088,light,6.55,1.82,22,3.52,2.58,21,5.89,2.25,18
7089,light year,6.24,1.64,21,4.79,2.74,19,4.55,2.72,22
7090,lightbulb,5.55,1.34,40,3.07,1.93,43,6.67,2.28,18
7091,lighten,6.21,1.81,19,3.14,1.86,22,5.45,2.4,22
7092,lightheaded,4.89,2.31,19,3.96,2.06,23,3,1.33,19
7093,lighthouse,6.24,1.74,41,3.67,2.6,42,6.24,2.21,978
7094,lighting,6.52,1.83,21,4.92,2.73,24,6.18,2.44,22
7095,lightness,6.37,1.5,19,4.5,2.6,18,5.88,2.18,17
7096,lightning,5.34,1.79,38,6.75,1.59,20,4,2.39,22
7097,lightweight,5.9,1.48,20,3.05,1.93,20,5.36,2.74,25
7098,likable,6.83,1.58,18,4.23,2.47,22,7.35,1.75,23
7099,like,7.44,1.46,18,4.4,2.5,20,6.28,1.45,18
7100,likelihood,5.74,1.33,19,2.9,1.71,20,5.59,1.4,22
7101,likely,6.9,1.37,21,4.42,2.29,19,6.14,2.1,21
7102,likeness,6.6,1.54,20,4.27,2.39,22,6.43,1.94,21
7103,lilac,6.95,1.23,20,3.64,2.46,22,6.24,2.17,21
7104,lily,7.05,2.15,19,2.64,2.11,22,5.39,1.77,28
7105,limb,4.42,1.3,19,2.7,1.81,20,6.37,2.39,19
7106,limber,6.45,1.28,20,3.41,2.06,41,6.07,2.03,55
7107,limbo,4.53,1.43,19,4.1,1.97,20,4.05,2.16,20
7108,lime,6.1,1.65,20,3.83,1.98,18,6.23,1.69,22
7109,limelight,6.05,1.7,22,5.47,2.06,19,5.86,2.01,21
7110,limestone,5.05,2.09,21,2.83,2.12,23,5.61,2.3,18
7111,limey,4.86,1.88,21,3.55,2.15,22,5.37,1.74,27
7112,limit,4.53,1.61,19,4.29,2.51,21,4.37,2.34,19
7113,limitless,7.11,1.7,19,5.83,1.99,23,6.05,2.27,19
7114,limo,6.14,2.29,22,4.15,2.89,26,5.88,2.03,24
7115,limousine,6.14,1.56,21,5.65,2.32,20,6.2,2.5,20
7116,limp,2.81,1.29,21,3,2.25,20,4.45,2.3,22
7117,line,4.82,1.1,22,3.24,2,21,4.89,2,18
7118,lineage,5.32,2.03,19,3.37,1.89,19,5.45,2.65,20
7119,linear,5.05,1.53,21,3.2,1.91,20,6,1.82,21
7120,linebacker,5.42,1.35,19,4.41,2.74,17,4.5,2.6,24
7121,linen,6,1.41,19,2.95,1.83,21,5.73,1.91,22
7122,liner,4.79,1.4,19,3.71,1.71,21,5.57,1.47,21
7123,lineup,4.45,1.87,22,4.47,2.7,19,5.15,2.08,20
7124,linger,4.42,1.39,19,4.05,1.91,21,5.39,2.5,23
7125,lingerie,6.89,2.11,19,5.18,3.03,22,5.87,2.14,23
7126,lingering,4.95,2.3,19,4.48,2.16,21,4.41,2.28,22
7127,lingo,5.33,1.33,18,3.3,2.23,20,5.28,1.93,25
7128,linguini,5.45,1.92,22,4.09,2.31,23,5.53,1.77,17
7129,linguist,5,1.29,19,3.71,1.99,17,5.59,2.29,17
7130,linguistics,6.37,1.26,19,2.76,1.67,21,5.87,2.32,23
7131,link,5.9,1.29,20,3.15,2.52,20,5.91,1.88,23
7132,linoleum,4.47,1.39,19,2.77,2.39,22,5.54,2.13,28
7133,lint,4.3,1.78,20,2.44,1.65,18,4.75,2.01,24
7134,lion,5.84,1.8,19,5.29,2.22,21,4.86,2.43,43
7135,lip,6.38,1.8,21,4.6,2.78,20,5.95,2.7,19
7136,liposuction,4.68,2.33,19,4.05,2.44,22,4.21,1.91,24
7137,lipstick,6.35,1.76,20,4,2.33,18,5.58,2.26,24
7138,liqueur,4.74,2.23,19,5.05,2.5,22,5.73,1.98,22
7139,liquid,5.35,1.7,23,3.67,2.63,21,6.16,2.27,19
7140,liquidate,3.95,2.04,19,4.36,2.06,22,4.36,2.38,22
7141,liquor,4.85,2.83,20,5.85,2.46,20,4.5,2.8,34
7142,lira,5.6,1.14,20,3.1,1.95,21,5.08,1.96,25
7143,lisp,3.9,1.89,20,3.78,2.24,18,3.5,2.23,24
7144,list,5.89,1.94,18,2.55,1.93,20,5.61,2.48,18
7145,listen,6.91,1.31,22,3.76,1.89,21,5.56,2.43,18
7146,listener,6.1,1.73,21,3.83,2.37,23,5.67,2.29,21
7147,listing,5.67,1.33,18,2.9,1.86,20,5.56,1.85,25
7148,listless,3.84,1.5,19,3.33,2.29,45,4.67,2.15,48
7149,liter,4.37,2.36,19,3.65,2.14,23,5.16,1.86,19
7150,literacy,7.55,1.47,20,3.95,2.77,21,6.36,2.48,25
7151,literal,5.84,1.71,19,4.35,1.87,23,6.32,2.19,19
7152,literary,5.95,1.72,19,3.9,1.81,21,6.43,1.95,23
7153,literature,6.43,1.96,21,3.7,2.52,20,6.06,2,36
7154,lithium,4.75,1.62,20,3.5,2.35,22,4.79,1.55,19
7155,litigation,3.8,2.09,20,4.33,2.22,21,4.21,2.25,34
7156,litigator,3.52,1.5,21,4.43,1.94,21,4.36,2.27,25
7157,litter,2.58,1.43,19,3.8,1.99,20,5.7,2.68,20
7158,little,5.91,1.66,22,4.2,1.96,20,5.18,2.24,17
7159,live,7.95,1.17,22,4.71,2.57,21,6.5,1.86,18
7160,livelihood,6.21,1.62,19,4.6,2.33,20,6.09,2,23
7161,lively,7.12,1.36,40,6.1,2.69,20,6.86,1.83,22
7162,liven,6.1,1.09,21,5.84,2.83,19,5.95,2.16,20
7163,liver,4.19,1.63,21,3.27,2.41,22,4.67,1.98,27
7164,livery,4.59,2.06,22,5.11,2.11,19,5.37,2.01,19
7165,livestock,5.95,1.53,21,2.95,2.24,20,4.68,2.63,22
7166,livid,3.42,1.8,19,5.38,2.94,21,4.55,2.48,22
7167,lizard,5.43,2.2,21,5.5,2.82,20,5.86,2.37,21
7168,llama,5.43,1.78,21,4.04,2.88,23,5.63,1.98,19
7169,load,4.43,1.47,21,4.55,2.37,20,6.68,2.63,19
7170,loader,4.48,1.91,21,2.96,2.18,23,6.33,2.25,18
7171,loaf,5.75,1.65,20,2.45,1.7,20,5.32,1.82,25
7172,loafer,4.05,1.56,22,3.63,2.24,19,5.05,2.5,21
7173,loan,4.19,2.56,21,3.3,2.03,20,3.77,2.07,22
7174,loathe,2.68,1.92,19,5.18,2.26,22,4.77,2.62,22
7175,loathing,2.42,1.26,19,4.5,2.19,20,3.95,2.55,22
7176,loathsome,2.89,1.7,19,4.45,2.54,20,3.57,1.85,28
7177,lobby,4.76,1.89,21,4.65,2.62,20,5.53,2.14,36
7178,lobbyist,3.32,1.7,19,3.73,2.12,22,4.45,2.42,22
7179,lobe,4.52,1.44,21,3.92,1.93,24,5.59,2.15,22
7180,lobotomy,2.45,2.13,22,5.32,2.65,19,2,1.55,21
7181,lobster,6.43,1.8,21,4.67,2.43,24,5.55,2.52,22
7182,local,6.77,1.74,22,3.8,1.91,20,6.68,1.97,19
7183,localized,5.05,1.05,20,2.4,1.64,20,5.86,1.28,22
7184,locate,5.58,1.22,19,3.67,1.85,21,6.3,1.49,23
7185,location,5.77,1.63,22,4.58,2.65,19,6.19,1.54,21
7186,locator,5.14,1.49,21,2.83,2.32,24,5.45,2.21,20
7187,loch,5.67,1.35,21,3.89,2.73,19,5.25,2.17,36
7188,lock,4.56,1.62,18,3,1.81,20,4.11,2.52,18
7189,locker,4.79,1.17,43,3.35,2.4,23,6.35,2.45,17
7190,locket,5.71,1.95,21,3.39,1.64,23,5.2,2.12,20
7191,locksmith,5.48,1.6,21,3.83,2.79,23,5.68,2,19
7192,lockup,3.19,1.72,21,4.11,2.47,19,4.63,2.43,35
7193,loco,4.53,1.71,19,4.8,2.4,20,4.21,1.91,24
7194,locomotive,5.95,1.28,21,5.5,2.18,22,5.23,2.14,22
7195,locust,3.16,1.71,19,4.24,2.05,21,3.45,2.31,20
7196,lode,5.24,1.81,21,3.45,2.52,20,5.03,2.37,36
7197,lodge,6.43,1.54,21,3.33,2.29,21,5.8,1.78,25
7198,loft,5.96,1.81,24,3.42,2.78,19,5.09,2.11,22
7199,lofty,5.65,1.76,20,2.95,2.24,22,5.85,2.09,27
7200,log,4.94,1.11,18,4.29,2.31,21,5.7,1.4,23
7201,logic,6.58,1.12,19,3.67,1.85,21,6.7,1.69,23
7202,logical,6.38,2.25,21,3.83,1.99,24,7.29,1.93,21
7203,logistics,5.05,1.85,20,3.76,1.55,21,5.65,2.29,34
7204,logo,5.53,2.01,19,3.32,2.51,22,5,1.9,27
7205,lollipop,7.29,1.06,21,3.88,2.23,24,6.1,2.13,20
7206,lone,3.75,1.25,20,3.84,2.01,19,4.32,2.34,22
7207,loneliness,2.35,1.85,43,4.09,2.37,43,3.61,2.29,23
7208,lonely,2.67,1.62,21,4.37,2.55,43,3.33,1.97,24
7209,loner,3.5,1.67,20,3.94,2.41,18,5.45,2.32,22
7210,lonesome,3.35,1.76,20,3.45,2.16,20,4.28,2.28,25
7211,longboat,5.35,1.95,20,3.72,2.85,18,5.38,2.12,24
7212,longevity,6.57,1.66,21,4.75,2.63,20,5.89,2.21,36
7213,longitude,4.76,1.61,21,2.91,1.93,23,5.04,1.82,26
7214,longtime,5.5,1.54,22,3.36,2.27,25,6,2.19,24
7215,look,5.95,1.68,22,3.76,2.64,21,5.88,1.67,16
7216,looker,6.05,1.81,22,4.88,2.29,26,6.17,2.08,24
7217,lookout,4.43,1.7,23,4.32,2.21,22,6,2.47,19
7218,loom,4.94,1.76,18,3.65,2.21,20,4.96,2.13,25
7219,loon,4.74,1.79,19,3.85,1.98,20,4.75,2.29,20
7220,loony,4.48,1.44,21,4.04,2.61,24,4.2,2.5,20
7221,loop,5.26,1.59,19,3.52,1.81,21,4.9,1.8,20
7222,loophole,4.84,1.61,19,4.71,1.95,21,5.35,2.04,23
7223,loopy,4.67,2.2,21,4.25,2.27,20,4.16,2.39,19
7224,loose,4.52,2.06,21,4.3,2.47,20,5.53,2.74,19
7225,loosen,5,1,19,4,2.43,21,6,2.2,23
7226,loot,4.43,2.6,21,5.15,2.13,20,5.62,2.5,21
7227,lop,4.8,2.14,20,4.55,2.16,20,5.08,1.71,25
7228,lopsided,4.19,1.54,21,4.42,2.21,24,3.95,2.17,22
7229,lord,5.59,2.17,22,3.81,2.42,21,5.75,2.35,16
7230,lordship,5.2,2.26,20,4.42,2.04,24,5.41,2.68,22
7231,lore,6.42,1.95,19,4.5,2.37,22,5.58,1.77,19
7232,lose,3.59,2.09,22,5.43,2.69,21,4.39,2.33,18
7233,loser,2.85,2.06,39,3.94,2.41,18,4.53,2.55,17
7234,loss,2.9,2.14,21,5.2,2.55,20,4.47,3.04,19
7235,lost,2.53,1.12,19,5.11,2.47,37,3.85,2.05,26
7236,lotion,5.52,1.88,23,3.55,2.28,22,5.75,2.45,20
7237,lottery,6.33,1.98,21,6.05,2.42,21,3.45,2.7,22
7238,lotto,6.05,1.86,22,6,2.74,18,3.29,2.83,21
7239,lotus,6.24,1.87,21,3.77,2.14,22,4.86,2.2,21
7240,loudmouth,3.24,1.84,21,5.21,2.37,19,4.39,2.64,36
7241,loudspeaker,4.67,2.06,21,4.3,2.49,23,4.62,2.46,21
7242,lounge,5.95,1.9,20,2.64,2.08,22,5.88,2.12,26
7243,louse,3.34,1.61,41,3.61,2.22,41,3.93,1.92,42
7244,lousy,3.14,1.93,22,4.28,2.44,25,4.33,1.93,24
7245,lovable,8.26,0.99,19,5.41,2.72,22,6.83,2.33,24
7246,love,8,1.39,37,5.36,3.23,47,5.92,2.92,50
7247,loved,7.65,1.73,43,5.59,3.08,46,6.68,1.8,19
7248,loveless,2.59,1.89,22,4.46,2.39,26,3.96,2.37,24
7249,loveliness,7.5,1.1,20,5.65,2.68,20,5.24,2.17,17
7250,lovely,7.55,1.65,22,3.95,2.75,21,6.38,2.42,16
7251,lovemaking,7.95,1.27,19,6.14,3.29,21,6.22,2.33,23
7252,lover,8.05,1.25,22,7.45,2.04,20,6.37,2.17,19
7253,lovesick,3.63,1.54,19,5.81,2.48,21,3.8,2.61,20
7254,low,4.39,1.72,18,2.21,1.9,19,3.11,1.53,18
7255,lowdown,3.74,1.79,19,4,2.43,22,4.87,2.12,23
7256,lowlife,2.68,1.34,19,4.29,1.71,21,3.4,1.82,20
7257,lowly,4,1.61,21,3.95,1.75,19,3.57,2.44,21
7258,lox,4.74,2,19,3.86,1.88,22,5.68,1.91,22
7259,loyal,7.31,1.33,42,3.65,2.45,43,6.8,1.91,44
7260,loyalty,7.18,2.13,22,4.52,2.71,21,7,1.83,22
7261,luau,6.05,1.47,20,4.59,2.28,22,6.33,1.68,21
7262,lube,5.1,1.97,21,4.17,2.37,23,5.58,1.86,26
7263,lubricant,5.32,1.67,19,5.38,1.69,21,5.52,2.25,23
7264,lucid,5.35,2.16,20,4.78,2.71,18,5.27,2.19,22
7265,luck,6.73,1.93,22,4.57,2.87,21,6.06,2.58,18
7266,lucky,7.32,1.45,19,5.3,2.56,20,5.36,2.51,47
7267,lucrative,6.81,1.81,21,5.15,2.62,20,6.11,1.92,36
7268,ludicrous,3.95,2.22,19,4.78,2,23,4.79,1.93,19
7269,lug,4.58,2.17,19,3.45,2.52,22,4.96,1.73,28
7270,luggage,5.19,1.69,21,3.75,2.21,24,5.42,1.61,19
7271,lukewarm,4.5,1.67,20,2.61,1.59,23,5.76,1.76,21
7272,lull,4.05,1.6,21,3.76,1.85,25,5.41,2.75,22
7273,lullaby,7.57,1.29,21,3.79,1.98,24,6.05,2.58,20
7274,lumbar,4.47,1.35,19,3.28,1.74,18,4.82,2.32,17
7275,lumber,5.65,1.31,20,3.32,2.36,22,5.96,2.16,27
7276,lumberjack,5.79,1.02,24,3.81,2.2,21,5.75,1.62,20
7277,luminous,6.29,1.85,21,3.73,2.57,22,5.85,2.05,27
7278,lump,3.07,1.62,41,3.74,2.22,23,4.72,2.13,25
7279,lumpy,3.75,1.48,20,3.94,2.1,18,4.12,2.36,24
7280,lunacy,4.58,2.43,19,5.2,2.35,20,4.1,2.38,20
7281,lunar,6.15,1.53,20,5.5,2.14,20,4.5,2.4,34
7282,lunatic,3.47,2.22,19,5.64,2.17,22,3.29,2.22,24
7283,lunch,6.64,1.53,22,3.57,2.01,21,6.44,2.19,16
7284,lunchbox,6.64,1.59,22,4.19,2.48,26,6.12,2.17,24
7285,luncheon,7.19,1.78,21,4.12,2.35,25,5.41,2.13,22
7286,lunchtime,7.26,1.63,19,4.95,2.33,21,6.7,1.46,23
7287,lung,4.84,2.01,19,2.64,1.5,22,4.74,2.3,23
7288,lunge,4.27,1.52,22,4.73,2.75,22,6.1,2.38,20
7289,lurch,3.9,1.26,21,4.09,1.88,23,4.38,1.79,26
7290,lure,4.65,1.53,20,4.48,1.97,21,5.44,2.33,25
7291,lurk,3.48,1.59,23,4.43,2.4,21,5,2.22,20
7292,luscious,6.91,1.73,43,5.75,2.29,20,5.59,2.17,39
7293,lush,6.48,1.83,21,4.24,2.3,21,5.79,2.41,24
7294,lust,6.26,2.1,39,6.44,2.36,45,4.64,2.77,22
7295,lustful,5.53,2.34,19,6.6,2.19,20,5.04,2.6,24
7296,lusty,5.8,2.14,20,5.59,2.74,22,4.84,2.75,19
7297,luxurious,7.58,1.95,19,4.73,2.57,22,6.62,2.02,24
7298,luxury,7.25,1.71,20,4.71,3.04,21,5.86,2.26,44
7299,lycra,4.5,1.99,20,3.39,1.91,18,4.46,2.43,24
7300,lye,4.26,1.79,19,4.29,2.35,21,4.91,2.62,34
7301,lymphoma,2.6,2.04,20,4.59,3.22,17,2.38,1.61,24
7302,lynching,1.67,0.96,24,4.92,3.24,25,2.53,2.09,19
7303,lyric,6.53,1.61,19,3.57,2.18,21,5.64,1.59,22
7304,lyrical,6.84,1.61,19,3.81,2.23,21,5.76,1.48,21
7305,lyrics,6.42,1.54,19,4.95,2.14,20,5.8,2.12,20
7306,macadamia,6.33,1.88,21,3.8,2.86,25,5.37,2.22,19
7307,macarena,6.52,2.09,21,4.24,2.33,25,5.26,1.85,19
7308,macaroni,7.75,1.37,20,5.09,2.37,23,6.27,2.43,22
7309,mace,4.14,2.01,21,5.43,2.13,23,4.76,2.61,21
7310,mach,5.35,0.81,20,3.95,2.6,21,5.24,2.49,25
7311,machete,4.13,1.98,23,6.18,2.63,22,4.7,2.32,20
7312,machine,5,1.24,23,4.39,2.18,44,4.8,2.22,44
7313,machinery,4.65,1.87,20,3.89,2.22,18,4.76,2.26,21
7314,macho,4.84,2.29,19,3.96,2.12,23,4.94,2.21,18
7315,mackerel,4.78,1.57,23,3.45,2.04,22,5.63,2.81,19
7316,macro,5.2,1.28,20,3.85,2.25,20,5.45,1.37,22
7317,mad,2.47,1.26,19,5.59,2.55,44,4.9,2.33,48
7318,madam,5.17,1.89,18,3.05,2.09,20,4.67,2.09,18
7319,madden,4.75,2.38,20,5.17,2.71,24,5.33,2.04,24
7320,mademoiselle,6.35,1.53,20,4.5,2.02,22,5.68,1.8,19
7321,madhouse,3.11,1.64,18,5.77,2.52,22,3.21,1.96,24
7322,madman,3.45,2.2,42,6.09,2.53,44,3.76,2.15,37
7323,madness,2.86,1.71,21,6.25,2.22,20,4.18,2.91,22
7324,maestro,6.14,1.71,21,3.7,2.3,23,6.24,2.02,21
7325,mafia,3.11,1.15,19,7.05,1.77,21,3.65,2.52,23
7326,magazine,6.24,1.87,21,4.2,2.57,20,7.05,2.09,19
7327,magenta,5.95,2.13,22,4.58,2.46,19,5.43,1.91,21
7328,maggot,2,1.59,38,5.6,2.38,40,3.55,1.93,42
7329,magic,7.17,1.89,18,6.05,2.64,21,5.33,2.47,18
7330,magical,8.23,0.97,22,5.88,2.47,42,5.3,2.2,20
7331,magician,5.68,2.21,19,4.73,2.73,22,4.26,2.33,19
7332,magistrate,4.71,1.82,21,3.68,1.94,22,4.7,2.66,27
7333,magna,5.09,1.44,22,4.63,2.03,19,4.9,2.26,21
7334,magnesium,4.95,1.87,19,2.86,1.86,22,4.87,1.82,23
7335,magnet,5.65,1.31,20,3.38,1.95,24,4.89,2.27,28
7336,magnetic,6.17,1.47,18,3.55,2.56,20,4.84,2.15,25
7337,magnetism,6,1.37,19,4.56,2.48,18,5.12,2.5,17
